SlotID	RoundsPlayed	RoundsWon	CreditsUsed	CreditsWon	PayBackRate	HitRate
Slotdata	523	362	1569	1588.89	1.01268	0.692161
Slotdata	524	363	1572	1590.74	1.01192	0.692748
Slotdata	525	364	1575	1592.59	1.01117	0.693333
Slotdata	526	364	1578	1592.59	1.00925	0.692015
Slotdata	527	365	1581	1594.44	1.0085	0.6926
Slotdata	528	366	1584	1596.3	1.00776	0.693182
Slotdata	529	367	1587	1598.15	1.00702	0.693762
Slotdata	530	367	1590	1598.15	1.00512	0.692453
Slotdata	531	368	1593	1600	1.00439	0.693032
Slotdata	532	368	1596	1600	1.00251	0.691729
Slotdata	533	369	1599	1601.85	1.00178	0.692308
Slotdata	534	370	1602	1603.7	1.00106	0.692884
Slotdata	535	371	1605	1609.26	1.00265	0.693458
Slotdata	536	372	1608	1611.11	1.00193	0.69403
Slotdata	537	373	1611	1612.96	1.00122	0.6946
Slotdata	538	373	1614	1612.96	0.999357	0.693309
Slotdata	539	373	1617	1612.96	0.997503	0.692022
Slotdata	540	374	1620	1614.81	0.996799	0.692593
Slotdata	541	374	1623	1614.81	0.994957	0.691312
Slotdata	542	375	1626	1616.67	0.99426	0.691882
Slotdata	543	375	1629	1616.67	0.992429	0.690608
Slotdata	544	375	1632	1616.67	0.990605	0.689338
Slotdata	545	376	1635	1618.52	0.98992	0.689908
Slotdata	546	377	1638	1620.37	0.989237	0.690476
Slotdata	547	378	1641	1622.22	0.988557	0.691042
Slotdata	548	378	1644	1622.22	0.986753	0.689781
Slotdata	549	379	1647	1625.93	0.987205	0.690346
Slotdata	550	380	1650	1627.78	0.986532	0.690909
Slotdata	551	381	1653	1629.63	0.985862	0.69147
Slotdata	552	382	1656	1633.33	0.986312	0.692029
Slotdata	553	383	1659	1635.19	0.985645	0.692586
Slotdata	554	384	1662	1637.04	0.98498	0.693141
Slotdata	555	385	1665	1640.74	0.98543	0.693694
Slotdata	556	385	1668	1640.74	0.983658	0.692446
Slotdata	557	386	1671	1642.59	0.983	0.692998
Slotdata	558	387	1674	1644.44	0.982344	0.693548
Slotdata	559	387	1677	1644.44	0.980587	0.692308
Slotdata	560	387	1680	1644.44	0.978836	0.691071
Slotdata	561	388	1683	1646.3	0.978192	0.691622
Slotdata	562	389	1686	1650	0.978648	0.692171
Slotdata	563	390	1689	1653.7	0.979102	0.692718
Slotdata	564	391	1692	1655.56	0.978461	0.693262
Slotdata	565	391	1695	1655.56	0.976729	0.692035
Slotdata	566	392	1698	1657.41	0.976094	0.69258
Slotdata	567	393	1701	1659.26	0.975461	0.693122
Slotdata	568	394	1704	1661.11	0.97483	0.693662
Slotdata	569	395	1707	1664.81	0.975287	0.6942
Slotdata	570	395	1710	1664.81	0.973576	0.692982
Slotdata	571	396	1713	1668.52	0.974033	0.69352
Slotdata	572	397	1716	1670.37	0.973409	0.694056
Slotdata	573	398	1719	1672.22	0.972788	0.69459
Slotdata	574	399	1722	1674.07	0.972168	0.695122
Slotdata	575	399	1725	1674.07	0.970478	0.693913
Slotdata	576	399	1728	1674.07	0.968793	0.692708
Slotdata	577	400	1731	1677.78	0.969253	0.693241
Slotdata	578	400	1734	1677.78	0.967577	0.692042
Slotdata	579	400	1737	1677.78	0.965905	0.690846
Slotdata	580	401	1740	1679.63	0.965304	0.691379
Slotdata	581	401	1743	1679.63	0.963643	0.690189
Slotdata	582	402	1746	1683.33	0.964108	0.690722
Slotdata	583	403	1749	1685.19	0.963514	0.691252
Slotdata	584	403	1752	1685.19	0.961864	0.690068
Slotdata	585	403	1755	1685.19	0.960219	0.688889
Slotdata	586	403	1758	1685.19	0.958581	0.687713
Slotdata	587	404	1761	1687.04	0.957999	0.688245
Slotdata	588	405	1764	1688.89	0.95742	0.688776
Slotdata	589	406	1767	1692.59	0.957891	0.689304
Slotdata	590	406	1770	1692.59	0.956267	0.688136
Slotdata	591	407	1773	1694.44	0.955693	0.688663
Slotdata	592	408	1776	1698.15	0.956164	0.689189
Slotdata	593	409	1779	1701.85	0.956634	0.689713
Slotdata	594	410	1782	1705.56	0.957102	0.690236
Slotdata	595	411	1785	1707.41	0.956531	0.690756
Slotdata	596	412	1788	1709.26	0.955962	0.691275
Slotdata	597	412	1791	1709.26	0.95436	0.690117
Slotdata	598	413	1794	1711.11	0.953797	0.690635
Slotdata	599	413	1797	1711.11	0.952204	0.689482
Slotdata	600	414	1800	1761.11	0.978395	0.69
Slotdata	601	414	1803	1761.11	0.976767	0.688852
Slotdata	602	414	1806	1761.11	0.975145	0.687708
Slotdata	603	415	1809	1762.96	0.974551	0.688226
Slotdata	604	415	1812	1762.96	0.972938	0.687086
Slotdata	605	416	1815	1764.81	0.97235	0.687603
Slotdata	606	417	1818	1766.67	0.971764	0.688119
Slotdata	607	418	1821	1768.52	0.97118	0.688633
Slotdata	608	418	1824	1768.52	0.969583	0.6875
Slotdata	609	419	1827	1770.37	0.969004	0.688013
Slotdata	610	419	1830	1770.37	0.967416	0.686885
Slotdata	611	419	1833	1770.37	0.965832	0.685761
Slotdata	612	420	1836	1772.22	0.965263	0.686275
Slotdata	613	420	1839	1772.22	0.963688	0.685155
Slotdata	614	421	1842	1774.07	0.963124	0.685668
Slotdata	615	422	1845	1775.93	0.962561	0.686179
Slotdata	616	422	1848	1775.93	0.960999	0.685065
Slotdata	617	422	1851	1775.93	0.959441	0.683955
Slotdata	618	423	1854	1777.78	0.958888	0.684466
Slotdata	619	424	1857	1779.63	0.958336	0.684976
Slotdata	620	425	1860	1781.48	0.957786	0.685484
Slotdata	621	425	1863	1781.48	0.956243	0.68438
Slotdata	622	426	1866	1783.33	0.955698	0.684887
Slotdata	623	426	1869	1783.33	0.954164	0.683788
Slotdata	624	427	1872	1785.19	0.953625	0.684295
Slotdata	625	428	1875	1787.04	0.953086	0.6848
Slotdata	626	428	1878	1787.04	0.951564	0.683706
Slotdata	627	429	1881	1788.89	0.951031	0.684211
Slotdata	628	430	1884	1790.74	0.950499	0.684713
Slotdata	629	431	1887	1792.59	0.94997	0.685215
Slotdata	630	432	1890	1794.44	0.949442	0.685714
Slotdata	631	433	1893	1796.3	0.948915	0.686212
Slotdata	632	434	1896	1798.15	0.94839	0.686709
Slotdata	633	434	1899	1798.15	0.946892	0.685624
Slotdata	634	435	1902	1800	0.946372	0.68612
Slotdata	635	435	1905	1800	0.944882	0.685039
Slotdata	636	436	1908	1803.7	0.945337	0.685535
Slotdata	637	436	1911	1803.7	0.943853	0.684458
Slotdata	638	437	1914	1805.56	0.943341	0.684953
Slotdata	639	437	1917	1805.56	0.941865	0.683881
Slotdata	640	438	1920	1807.41	0.941358	0.684375
Slotdata	641	439	1923	1809.26	0.940852	0.684867
Slotdata	642	440	1926	1811.11	0.940348	0.685358
Slotdata	643	440	1929	1811.11	0.938886	0.684292
Slotdata	644	440	1932	1811.11	0.937428	0.68323
Slotdata	645	441	1935	1812.96	0.936932	0.683721
Slotdata	646	441	1938	1812.96	0.935481	0.682663
Slotdata	647	441	1941	1812.96	0.934036	0.681607
Slotdata	648	442	1944	1814.81	0.933547	0.682099
Slotdata	649	442	1947	1814.81	0.932108	0.681048
Slotdata	650	442	1950	1814.81	0.930674	0.68
Slotdata	651	443	1953	1816.67	0.930193	0.680492
Slotdata	652	443	1956	1816.67	0.928766	0.679448
Slotdata	653	444	1959	1818.52	0.928289	0.679939
Slotdata	654	444	1962	1818.52	0.92687	0.678899
Slotdata	655	445	1965	1820.37	0.926397	0.679389
Slotdata	656	446	1968	1822.22	0.925926	0.679878
Slotdata	657	446	1971	1822.22	0.924517	0.678843
Slotdata	658	447	1974	1825.93	0.924988	0.679331
Slotdata	659	448	1977	1829.63	0.925458	0.679818
Slotdata	660	449	1980	1831.48	0.924991	0.680303
Slotdata	661	450	1983	1881.48	0.948806	0.680787
Slotdata	662	450	1986	1881.48	0.947372	0.679758
Slotdata	663	450	1989	1881.48	0.945943	0.678733
Slotdata	664	450	1992	1881.48	0.944519	0.677711
Slotdata	665	451	1995	1883.33	0.944027	0.678195
Slotdata	666	452	1998	1885.19	0.943536	0.678679
Slotdata	667	452	2001	1885.19	0.942122	0.677661
Slotdata	668	453	2004	1888.89	0.942559	0.678144
Slotdata	669	453	2007	1888.89	0.94115	0.67713
Slotdata	670	453	2010	1888.89	0.939746	0.676119
Slotdata	671	453	2013	1888.89	0.938345	0.675112
Slotdata	672	454	2016	1890.74	0.937867	0.675595
Slotdata	673	455	2019	1892.59	0.937391	0.676077
Slotdata	674	456	2022	1894.44	0.936916	0.676558
Slotdata	675	457	2025	1896.3	0.936443	0.677037
Slotdata	676	458	2028	1900	0.936884	0.677515
Slotdata	677	459	2031	1901.85	0.936412	0.677991
Slotdata	678	460	2034	1905.56	0.936851	0.678466
Slotdata	679	461	2037	1907.41	0.936381	0.67894
Slotdata	680	462	2040	1909.26	0.935911	0.679412
Slotdata	681	463	2043	1914.81	0.937256	0.679883
Slotdata	682	464	2046	1916.67	0.936787	0.680352
Slotdata	683	465	2049	1922.22	0.938127	0.68082
Slotdata	684	466	2052	1924.07	0.937658	0.681287
Slotdata	685	467	2055	1925.93	0.93719	0.681752
Slotdata	686	468	2058	1927.78	0.936724	0.682216
Slotdata	687	468	2061	1927.78	0.93536	0.681223
Slotdata	688	468	2064	1927.78	0.934001	0.680233
Slotdata	689	469	2067	1931.48	0.934437	0.680697
Slotdata	690	470	2070	1937.04	0.935767	0.681159
Slotdata	691	471	2073	1938.89	0.935306	0.681621
Slotdata	692	472	2076	1940.74	0.934846	0.682081
Slotdata	693	472	2079	1940.74	0.933497	0.681097
Slotdata	694	473	2082	1942.59	0.933042	0.681556
Slotdata	695	474	2085	1944.44	0.932587	0.682014
Slotdata	696	475	2088	1946.3	0.932134	0.682471
Slotdata	697	476	2091	1948.15	0.931683	0.682927
Slotdata	698	477	2094	1950	0.931232	0.683381
Slotdata	699	478	2097	1951.85	0.930783	0.683834
Slotdata	700	478	2100	1951.85	0.929453	0.682857
Slotdata	701	479	2103	1953.7	0.929008	0.68331
Slotdata	702	480	2106	1957.41	0.929443	0.683761
Slotdata	703	481	2109	1959.26	0.928999	0.684211
Slotdata	704	482	2112	1964.81	0.93031	0.684659
Slotdata	705	482	2115	1964.81	0.92899	0.683688
Slotdata	706	483	2118	1966.67	0.928549	0.684136
Slotdata	707	484	2121	1968.52	0.928109	0.684583
Slotdata	708	485	2124	1970.37	0.92767	0.685028
Slotdata	709	485	2127	1970.37	0.926361	0.684062
Slotdata	710	486	2130	1974.07	0.926795	0.684507
Slotdata	711	487	2133	1977.78	0.927228	0.684951
Slotdata	712	488	2136	1983.33	0.928527	0.685393
Slotdata	713	488	2139	1983.33	0.927225	0.684432
Slotdata	714	489	2142	1987.04	0.927655	0.684874
Slotdata	715	489	2145	1987.04	0.926358	0.683916
Slotdata	716	489	2148	1987.04	0.925064	0.682961
Slotdata	717	489	2151	1987.04	0.923774	0.682008
Slotdata	718	490	2154	2037.04	0.9457	0.682451
Slotdata	719	491	2157	2087.04	0.967565	0.682893
Slotdata	720	491	2160	2087.04	0.966221	0.681944
Slotdata	721	491	2163	2087.04	0.964881	0.680999
Slotdata	722	492	2166	2088.89	0.964399	0.68144
Slotdata	723	492	2169	2088.89	0.963065	0.680498
Slotdata	724	493	2172	2092.59	0.96344	0.680939
Slotdata	725	494	2175	2094.44	0.962963	0.681379
Slotdata	726	495	2178	2096.3	0.962487	0.681818
Slotdata	727	496	2181	2098.15	0.962012	0.682256
Slotdata	728	496	2184	2098.15	0.960691	0.681319
Slotdata	729	497	2187	2100	0.960219	0.681756
Slotdata	730	498	2190	2105.56	0.961441	0.682192
Slotdata	731	499	2193	2155.56	0.982925	0.682627
Slotdata	732	500	2196	2157.41	0.982426	0.68306
Slotdata	733	501	2199	2159.26	0.981928	0.683492
Slotdata	734	502	2202	2161.11	0.981431	0.683924
Slotdata	735	502	2205	2161.11	0.980096	0.682993
Slotdata	736	502	2208	2161.11	0.978764	0.682065
Slotdata	737	503	2211	2162.96	0.978274	0.682497
Slotdata	738	503	2214	2162.96	0.976948	0.681572
Slotdata	739	504	2217	2164.81	0.976461	0.682003
Slotdata	740	505	2220	2166.67	0.975976	0.682432
Slotdata	741	506	2223	2168.52	0.975492	0.682861
Slotdata	742	506	2226	2168.52	0.974177	0.681941
Slotdata	743	506	2229	2168.52	0.972866	0.681023
Slotdata	744	506	2232	2168.52	0.971558	0.680108
Slotdata	745	507	2235	2172.22	0.971912	0.680537
Slotdata	746	508	2238	2175.93	0.972264	0.680965
Slotdata	747	509	2241	2177.78	0.971788	0.681392
Slotdata	748	509	2244	2177.78	0.970489	0.680481
Slotdata	749	510	2247	2179.63	0.970018	0.680908
Slotdata	750	510	2250	2179.63	0.968724	0.68
Slotdata	751	511	2253	2181.48	0.968256	0.680426
Slotdata	752	511	2256	2181.48	0.966969	0.679521
Slotdata	753	512	2259	2231.48	0.987818	0.679947
Slotdata	754	513	2262	2233.33	0.987327	0.680371
Slotdata	755	513	2265	2233.33	0.986019	0.67947
Slotdata	756	514	2268	2235.19	0.985531	0.679894
Slotdata	757	514	2271	2235.19	0.984229	0.678996
Slotdata	758	514	2274	2235.19	0.982931	0.6781
Slotdata	759	514	2277	2235.19	0.981636	0.677207
Slotdata	760	515	2280	2237.04	0.981157	0.677632
Slotdata	761	516	2283	2238.89	0.980678	0.678055
Slotdata	762	517	2286	2242.59	0.981012	0.678478
Slotdata	763	518	2289	2244.44	0.980535	0.678899
Slotdata	764	519	2292	2246.3	0.980059	0.679319
Slotdata	765	519	2295	2246.3	0.978778	0.678431
Slotdata	766	520	2298	2248.15	0.978306	0.678851
Slotdata	767	521	2301	2250	0.977836	0.67927
Slotdata	768	522	2304	2251.85	0.977366	0.679688
Slotdata	769	523	2307	2253.7	0.976898	0.680104
Slotdata	770	523	2310	2253.7	0.975629	0.679221
Slotdata	771	524	2313	2255.56	0.975165	0.679637
Slotdata	772	525	2316	2257.41	0.974701	0.680052
Slotdata	773	525	2319	2257.41	0.97344	0.679172
Slotdata	774	526	2322	2307.41	0.993716	0.679587
Slotdata	775	526	2325	2307.41	0.992433	0.67871
Slotdata	776	526	2328	2307.41	0.991154	0.677835
Slotdata	777	527	2331	2309.26	0.990673	0.67825
Slotdata	778	528	2334	2311.11	0.990193	0.678663
Slotdata	779	529	2337	2312.96	0.989715	0.679076
Slotdata	780	529	2340	2312.96	0.988446	0.678205
Slotdata	781	530	2343	2314.81	0.98797	0.678617
Slotdata	782	531	2346	2316.67	0.987496	0.679028
Slotdata	783	531	2349	2316.67	0.986235	0.678161
Slotdata	784	532	2352	2320.37	0.986552	0.678571
Slotdata	785	532	2355	2320.37	0.985295	0.677707
Slotdata	786	533	2358	2324.07	0.985612	0.678117
Slotdata	787	534	2361	2325.93	0.985144	0.678526
Slotdata	788	535	2364	2327.78	0.984678	0.678934
Slotdata	789	536	2367	2329.63	0.984212	0.679341
Slotdata	790	537	2370	2331.48	0.983747	0.679747
Slotdata	791	537	2373	2331.48	0.982504	0.678887
Slotdata	792	537	2376	2331.48	0.981263	0.67803
Slotdata	793	538	2379	2333.33	0.980804	0.678436
Slotdata	794	538	2382	2333.33	0.979569	0.677582
Slotdata	795	539	2385	2335.19	0.979113	0.677987
Slotdata	796	539	2388	2335.19	0.977883	0.677136
Slotdata	797	540	2391	2337.04	0.977431	0.677541
Slotdata	798	541	2394	2387.04	0.997091	0.677945
Slotdata	799	542	2397	2390.74	0.997389	0.678348
Slotdata	800	543	2400	2392.59	0.996914	0.67875
Slotdata	801	544	2403	2394.44	0.99644	0.679151
Slotdata	802	544	2406	2394.44	0.995197	0.678304
Slotdata	803	545	2409	2398.15	0.995495	0.678705
Slotdata	804	545	2412	2398.15	0.994257	0.677861
Slotdata	805	545	2415	2398.15	0.993022	0.677019
Slotdata	806	546	2418	2400	0.992556	0.677419
Slotdata	807	546	2421	2400	0.991326	0.67658
Slotdata	808	546	2424	2400	0.990099	0.675743
Slotdata	809	546	2427	2400	0.988875	0.674907
Slotdata	810	547	2430	2401.85	0.988416	0.675309
Slotdata	811	548	2433	2403.7	0.987959	0.675709
Slotdata	812	549	2436	2453.7	1.00727	0.676108
Slotdata	813	550	2439	2455.56	1.00679	0.676507
Slotdata	814	550	2442	2455.56	1.00555	0.675676
Slotdata	815	550	2445	2455.56	1.00432	0.674847
Slotdata	816	550	2448	2455.56	1.00309	0.67402
Slotdata	817	551	2451	2457.41	1.00261	0.674419
Slotdata	818	552	2454	2459.26	1.00214	0.674817
Slotdata	819	553	2457	2461.11	1.00167	0.675214
Slotdata	820	554	2460	2511.11	1.02078	0.67561
Slotdata	821	555	2463	2514.81	1.02104	0.676005
Slotdata	822	556	2466	2516.67	1.02055	0.676399
Slotdata	823	557	2469	2518.52	1.02006	0.676792
Slotdata	824	557	2472	2518.52	1.01882	0.675971
Slotdata	825	558	2475	2568.52	1.03779	0.676364
Slotdata	826	559	2478	2572.22	1.03802	0.676755
Slotdata	827	560	2481	2574.07	1.03751	0.677146
Slotdata	828	561	2484	2577.78	1.03775	0.677536
Slotdata	829	562	2487	2579.63	1.03725	0.677925
Slotdata	830	563	2490	2629.63	1.05608	0.678313
Slotdata	831	563	2493	2629.63	1.05481	0.677497
Slotdata	832	564	2496	2631.48	1.05428	0.677885
Slotdata	833	564	2499	2631.48	1.05301	0.677071
Slotdata	834	564	2502	2631.48	1.05175	0.676259
Slotdata	835	564	2505	2631.48	1.05049	0.675449
Slotdata	836	564	2508	2631.48	1.04924	0.674641
Slotdata	837	565	2511	2633.33	1.04872	0.67503
Slotdata	838	566	2514	2637.04	1.04894	0.675418
Slotdata	839	567	2517	2638.89	1.04843	0.675805
Slotdata	840	568	2520	2640.74	1.04791	0.67619
Slotdata	841	569	2523	2642.59	1.0474	0.676575
Slotdata	842	570	2526	2646.3	1.04762	0.67696
Slotdata	843	570	2529	2646.3	1.04638	0.676157
Slotdata	844	571	2532	2650	1.0466	0.67654
Slotdata	845	571	2535	2650	1.04536	0.67574
Slotdata	846	572	2538	2653.7	1.04559	0.676123
Slotdata	847	573	2541	2655.56	1.04508	0.676505
Slotdata	848	573	2544	2655.56	1.04385	0.675708
Slotdata	849	573	2547	2655.56	1.04262	0.674912
Slotdata	850	574	2550	2657.41	1.04212	0.675294
Slotdata	851	575	2553	2659.26	1.04162	0.675676
Slotdata	852	576	2556	2661.11	1.04112	0.676056
Slotdata	853	576	2559	2661.11	1.0399	0.675264
Slotdata	854	577	2562	2662.96	1.03941	0.675644
Slotdata	855	578	2565	2664.81	1.03891	0.676023
Slotdata	856	579	2568	2666.67	1.03842	0.676402
Slotdata	857	580	2571	2668.52	1.03793	0.676779
Slotdata	858	581	2574	2670.37	1.03744	0.677156
Slotdata	859	582	2577	2672.22	1.03695	0.677532
Slotdata	860	582	2580	2672.22	1.03575	0.676744
Slotdata	861	583	2583	2674.07	1.03526	0.67712
Slotdata	862	583	2586	2674.07	1.03406	0.676334
Slotdata	863	583	2589	2674.07	1.03286	0.67555
Slotdata	864	584	2592	2675.93	1.03238	0.675926
Slotdata	865	584	2595	2675.93	1.03119	0.675144
Slotdata	866	585	2598	2677.78	1.03071	0.67552
Slotdata	867	585	2601	2677.78	1.02952	0.67474
Slotdata	868	586	2604	2727.78	1.04753	0.675115
Slotdata	869	586	2607	2727.78	1.04633	0.674338
Slotdata	870	587	2610	2729.63	1.04584	0.674713
Slotdata	871	587	2613	2729.63	1.04463	0.673938
Slotdata	872	588	2616	2731.48	1.04414	0.674312
Slotdata	873	589	2619	2781.48	1.06204	0.674685
Slotdata	874	589	2622	2781.48	1.06082	0.673913
Slotdata	875	589	2625	2781.48	1.05961	0.673143
Slotdata	876	589	2628	2781.48	1.0584	0.672374
Slotdata	877	590	2631	2783.33	1.0579	0.672748
Slotdata	878	591	2634	2787.04	1.0581	0.673121
Slotdata	879	591	2637	2787.04	1.0569	0.672355
Slotdata	880	592	2640	2788.89	1.0564	0.672727
